,prefix,input_text,target_text
4213,DART,"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && 11th_Mississippi_Infantry_Monument | country | ""United States""","Carroll County Maryland is southeast of Adams County Pennsylvania, USA, the location of the 11th Mississippi Infantry Monument which is categorised as a contributing property. The monument was erected in the year 2000."
4214,DART,"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && 11th_Mississippi_Infantry_Monument | country | ""United States""","The 11th Mississippi Infantry Monument, erected in 2000, is located in Adams County, Pennsylvania, United States. It is categorized as a contributing property. Carroll County, Maryland is to the southeast of Adams County, Pennsylvania."
4215,DART,Shenzhou_10 | cosparId | 2013-029A && Shenzhou_10 | cosparId | 2013-029A,The COSPAR ID of Shenzhou 10 is 2013-029A.
4216,DART,English_Without_Tears | editing | Alan_Jaggs && English_Without_Tears | runtime | 89.0 && English_Without_Tears | musicComposer | Nicholas_Brodszky && English_Without_Tears | releaseDate | 1944-07-28 && English_Without_Tears | editing | Alan_Jaggs,"English without Tears is a 89 minute movie that was released on July 28th, 1944. The editor is Alan Jaggs and the music composer is Nicholas Brodszky."
4217,DART,English_Without_Tears | editing | Alan_Jaggs && English_Without_Tears | runtime | 89.0 && English_Without_Tears | musicComposer | Nicholas_Brodszky && English_Without_Tears | releaseDate | 1944-07-28 && English_Without_Tears | editing | Alan_Jaggs,"The film English Without Tears, released July 28, 1944, was edited by Alan Jaggs. The music heard in the movie was composed by Nicholas Brodszky. The movie runs for 89 minutes."
4218,DART,English_Without_Tears | editing | Alan_Jaggs && English_Without_Tears | runtime | 89.0 && English_Without_Tears | musicComposer | Nicholas_Brodszky && English_Without_Tears | releaseDate | 1944-07-28 && English_Without_Tears | editing | Alan_Jaggs,English Without Tears was released on July 7th 1944. The editing of the film is done by Alan Jaggs and the music was made by Nicholas Brodszky. It was 89 minutes long.
4219,DART,University_of_Burgundy | numberOfPostgraduateStudents | 9400 && University_of_Burgundy | country | France && University_of_Burgundy | numberOfPostgraduateStudents | 9400 && University_of_Burgundy | country | France,There are 9400 postgraduate students attending the University of Burgundy in France.
4220,DART,University_of_Burgundy | numberOfPostgraduateStudents | 9400 && University_of_Burgundy | country | France && University_of_Burgundy | numberOfPostgraduateStudents | 9400 && University_of_Burgundy | country | France,The University of Burgundy in France has 9400 postgraduate students.
4221,DART,University_of_Burgundy | numberOfPostgraduateStudents | 9400 && University_of_Burgundy | country | France && University_of_Burgundy | numberOfPostgraduateStudents | 9400 && University_of_Burgundy | country | France,The University of Burgundy in France has 9400 post-graduate students.
4222,DART,"Abraham_A._Ribicoff | spouse | ""Ruth Ribicoff"" && Abraham_A._Ribicoff | inOfficeWhilePresident | John_F._Kennedy && Abraham_A._Ribicoff | nationality | American && Abraham_A._Ribicoff | successor | John_N._Dempsey && Abraham_A._Ribicoff | office | ""United States Secretary of Health, Education, and Welfare""","Abraham A. Ribicoff was in office while John F. Kennedy was president and his spouse was a woman called Ruth Ribicoff. He was an American citizen and worked as the United States Secretary of Health, Education and Welfare. He was succeeded in office by John N Dempsey."
4223,DART,"Abraham_A._Ribicoff | spouse | ""Ruth Ribicoff"" && Abraham_A._Ribicoff | inOfficeWhilePresident | John_F._Kennedy && Abraham_A._Ribicoff | nationality | American && Abraham_A._Ribicoff | successor | John_N._Dempsey && Abraham_A._Ribicoff | office | ""United States Secretary of Health, Education, and Welfare""","Abraham A. Ribicoff was married to Ruth Ribicoff and was in office at the same time as John F. Kennedy was president. He was a citizen of the USA and was succeeded by John N. Dempsey in his office of the United States Secretary of Health, Education, and Welfare."
4224,DART,"Abraham_A._Ribicoff | spouse | ""Ruth Ribicoff"" && Abraham_A._Ribicoff | inOfficeWhilePresident | John_F._Kennedy && Abraham_A._Ribicoff | nationality | American && Abraham_A._Ribicoff | successor | John_N._Dempsey && Abraham_A._Ribicoff | office | ""United States Secretary of Health, Education, and Welfare""","American citizen Abraham A. Ribicoff worked for the United States Secretary of Health, Education, and Welfare office during John F. Kennedy’s presidency. He was succeeded in his role by John N. Dempsey and was the husband of Ruth Ribicoff."
4225,DART,Abraham_A._Ribicoff | nationality | United_States && Abraham_A._Ribicoff | birthPlace | Connecticut && Abraham_A._Ribicoff | spouse | Casey_Ribicoff && Abraham_A._Ribicoff | nationality | United_States && Abraham_A._Ribicoff | birthPlace | Connecticut,Abraham A. Ribicoff (place of birth: Connecticut) is from the United States. His wife is Casey Ribicoff.
4226,DART,Abraham_A._Ribicoff | nationality | United_States && Abraham_A._Ribicoff | birthPlace | Connecticut && Abraham_A._Ribicoff | spouse | Casey_Ribicoff && Abraham_A._Ribicoff | nationality | United_States && Abraham_A._Ribicoff | birthPlace | Connecticut,Abraham A.Ribicoff (born in Connecticut) is from the United States. His wife is Casey Ribicoff.
4227,DART,Abraham_A._Ribicoff | nationality | United_States && Abraham_A._Ribicoff | birthPlace | Connecticut && Abraham_A._Ribicoff | spouse | Casey_Ribicoff && Abraham_A._Ribicoff | nationality | United_States && Abraham_A._Ribicoff | birthPlace | Connecticut,Abraham A. Ribicoff was born in Connecticut in the USA and is an American citizen. His wife was named Casey Ribicoff.
4228,DART,"Bionico | course | Dessert && Bionico | region | Guadalajara && Bionico | mainIngredient | ""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins"" && Dessert | dishVariation | Sandesh_(confectionery) && Bionico | country | Mexico","Much like Sandesh, Bionico is a dessert food containing chopped fruits, sour cream, condensed milk, granola, shredded coconut and raisins from the region of Guadalajara, Mexico, which is inhabited by Mexicans and uses pesos as its currency."
4229,DART,"Bionico | course | Dessert && Bionico | region | Guadalajara && Bionico | mainIngredient | ""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins"" && Dessert | dishVariation | Sandesh_(confectionery) && Bionico | country | Mexico","Sandesh and Bionico are two desserts, the latter is found in Guadalajara, Mexico and made of chopped fruits, sour cream, condensed milk, granola, shredded coconut and raisins, which can be purchased by Mexicans, people living in Mexico, with the Mexican peso, the local currency."
4230,DART,"Bionico | course | Dessert && Bionico | region | Guadalajara && Bionico | mainIngredient | ""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins"" && Dessert | dishVariation | Sandesh_(confectionery) && Bionico | country | Mexico","Sandesh is a dessert, much like Bionico, contains sour cream, chopped fruits, condensed milk, granola, raisins and shredded coconut and can be found in the Guadalajara region of Mexico, which is inhabited by Mexicans and uses pesos as their currency."
4231,DART,"Olga_Bondareva | deathPlace | Saint_Petersburg && Olga_Bondareva | birthName | ""Olga Nikolaevna Bondareva"" && Olga_Bondareva | almaMater | Leningrad_State_University && Olga_Bondareva | deathDate | 1991-12-09 && Olga_Bondareva | professionalField | Economics","Economist Olga Bondareva with full name Olga Nikolaevna Bondareva graduated from Leningrad State University. She died in Saint Petersburg on the 9th of December, 1991."
4232,DART,"Olga_Bondareva | deathPlace | Saint_Petersburg && Olga_Bondareva | birthName | ""Olga Nikolaevna Bondareva"" && Olga_Bondareva | almaMater | Leningrad_State_University && Olga_Bondareva | deathDate | 1991-12-09 && Olga_Bondareva | professionalField | Economics","Olga Bondareva, born Olga Nikolaevna Bondareva, graduated from Leningrad State University and worked in economics. She died on 9 December 1991 in Saint Petersburg."
4233,DART,"Olga_Bondareva | deathPlace | Saint_Petersburg && Olga_Bondareva | birthName | ""Olga Nikolaevna Bondareva"" && Olga_Bondareva | almaMater | Leningrad_State_University && Olga_Bondareva | deathDate | 1991-12-09 && Olga_Bondareva | professionalField | Economics","Olga Bondareva, born ""Olga Nikolaevna Bondareva"" and former student at Leningrad State University, was an economist who died in Saint Petersburg on December 9, 1991."
4234,DART,Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | timeZone | Pacific_Daylight_Time,Ciudad Ayala is in the PDT time zone.
4235,DART,Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | timeZone | Pacific_Daylight_Time,Ciudad Ayala's time zone is Pacific Daylight Time.
4236,DART,Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | timeZone | Pacific_Daylight_Time,Ciudad Ayala is located in the Pacific Daylight time zone.
4237,DART,Bionico | country | Mexico && Mexico | currency | Mexican_peso && Bionico | course | Dessert && Bionico | region | Guadalajara && Bionico | country | Mexico,Bionico is a dessert found in Guadalajara in Mexico. The currency of Mexico is the peso.
4238,DART,Bionico | country | Mexico && Mexico | currency | Mexican_peso && Bionico | course | Dessert && Bionico | region | Guadalajara && Bionico | country | Mexico,"Bionico is a food found in Mexico. Peso is the Mexican currency. Bionico is a dish served for dessert, from the Guadalajara region."
4239,DART,Bionico | country | Mexico && Mexico | currency | Mexican_peso && Bionico | course | Dessert && Bionico | region | Guadalajara && Bionico | country | Mexico,"Mexico is a country where the currency is the peso and a dessert is Bionico, which is found in Guadalajara."
4240,DART,Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | timeZone | Pacific_Standard_Time_Zone && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | timeZone | Pacific_Standard_Time_Zone,"Ciudad Ayala is in the UTC offset -6 time zone. The Pacific Standard Time Zone, along with Pacific Daylight Time, is the timezone of Ciudad Ayala."
4241,DART,Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | timeZone | Pacific_Standard_Time_Zone && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | timeZone | Pacific_Standard_Time_Zone,"The UTC offset of Ciudad Ayala is -6, its time zone is Pacific Daylight Time and the Pacific Standard Time Zone."
4242,DART,Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | timeZone | Pacific_Standard_Time_Zone && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | timeZone | Pacific_Standard_Time_Zone,Ciudad Ayala with a UTC offset of -6 is located in the Pacific Daylight time zone while in the Pacific Standard Time Zone.
4243,DART,Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | region | Guadalajara && Mexico | leader | Silvano_Aureoles_Conejo && Bionico | country | Mexico,"Bionico is a dessert in from Guadalajara, Mexico, where the leader is Silvano Aureoles Conejo. Mexicans, inhabitants of Mexico, use the peso as currency."
4244,DART,Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | region | Guadalajara && Mexico | leader | Silvano_Aureoles_Conejo && Bionico | country | Mexico,"The currency in Mexico is a peso and is used by the Mexicans, people from Mexico. Bionico is a dish of food for dessert and is also a region in Guadalajara. The leader is Silvano Aureoles Conejo."
4245,DART,Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | region | Guadalajara && Mexico | leader | Silvano_Aureoles_Conejo && Bionico | country | Mexico,"Bionico is a dessert found in Guadalajara, Mexico, where the leader is Silvano Aureoles Conejo, and its inhabitants, the Mexicans, use the peso as their currency."
4246,DART,Buzz_Aldrin | nationality | United_States && Buzz_Aldrin | mission | Apollo_11 && Buzz_Aldrin | nationality | United_States && Buzz_Aldrin | mission | Apollo_11,Buzz Aldrin was an American crew member on Apollo 11.
4247,DART,Buzz_Aldrin | nationality | United_States && Buzz_Aldrin | mission | Apollo_11 && Buzz_Aldrin | nationality | United_States && Buzz_Aldrin | mission | Apollo_11,"Buzz Aldrin, an American, was a crew member of Apollo 11."
4248,DART,Buzz_Aldrin | nationality | United_States && Buzz_Aldrin | mission | Apollo_11 && Buzz_Aldrin | nationality | United_States && Buzz_Aldrin | mission | Apollo_11,"Buzz Aldrin, a United States national was a member of the Apollo 11 crew."
4249,DART,English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | cinematography | Bernard_Knowles && English_Without_Tears | editing | Alan_Jaggs && English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | cinematography | Bernard_Knowles,"English Without Tears was edited by Alan Jaggs, produced by Anatole de Grunwald, with Bernard Knowles as the cinematographer."
4250,DART,English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | cinematography | Bernard_Knowles && English_Without_Tears | editing | Alan_Jaggs && English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | cinematography | Bernard_Knowles,"English Without Tears was produced by Anatole de Grunwald, film editor Alan Jaggs and cinematographer Bernard Knowles."
4251,DART,English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | cinematography | Bernard_Knowles && English_Without_Tears | editing | Alan_Jaggs && English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | cinematography | Bernard_Knowles,"Bernard Knowles was the cinematographer of the film ""English Without Tears' which was edited by Alan Jaggs and produced by Anatole de Grunwald."
4252,DART,"ALCO_RS-3 | powertype | Diesel-electric_transmission && ALCO_RS-3 | MeanOfTransportation/length | ""17068.8""^^<http://dbpedia.org/datatype/millimetre> && ALCO_RS-3 | engine | Four-stroke_engine && ALCO_RS-3 | powerType | Diesel-electric_transmission && ALCO_RS-3 | length | 17068.8 (millimetres)","The ALCO RS-3, which is 17068.8 millimetres long, has a diesel-electric transmission and a four-stroke engine."
4253,DART,"ALCO_RS-3 | powertype | Diesel-electric_transmission && ALCO_RS-3 | MeanOfTransportation/length | ""17068.8""^^<http://dbpedia.org/datatype/millimetre> && ALCO_RS-3 | engine | Four-stroke_engine && ALCO_RS-3 | powerType | Diesel-electric_transmission && ALCO_RS-3 | length | 17068.8 (millimetres)","ALCO RS-3, which is 17068.8 millimetres long, has a four-stroke engine and a diesel-electric transmission."
4254,DART,"ALCO_RS-3 | powertype | Diesel-electric_transmission && ALCO_RS-3 | MeanOfTransportation/length | ""17068.8""^^<http://dbpedia.org/datatype/millimetre> && ALCO_RS-3 | engine | Four-stroke_engine && ALCO_RS-3 | powerType | Diesel-electric_transmission && ALCO_RS-3 | length | 17068.8 (millimetres)",The diesel-electric ALCO-RS3 includes a four-stroke engine and measures 17068.8 (millimetres) in length.
4255,DART,Bedford_Aerodrome | city | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh,The place served by the Bedford Aerodrome located in Thurleigh is the Bedford Autodrome.
4256,DART,Bedford_Aerodrome | city | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh,"The Bedford Aerodrome, in Thurleigh, serves the Bedford Autodrome."
4257,DART,Bedford_Aerodrome | city | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh,Bedford Aerodrome serves the Bedford Autodrome and is located at Thurleigh.
4258,DART,Darinka_Dentcheva | influencedBy | Andrzej_Piotr_Ruszczyński && Darinka_Dentcheva | field | Mathematical_optimization && Darinka_Dentcheva | influencedBy | Andrzej_Piotr_Ruszczyński && Darinka_Dentcheva | professionalField | Mathematical_optimization,"Influenced by Andrzej Piotr Ruszczyński, Darinka Dentcheva became a professional in the field of mathematical optimization."
4259,DART,Darinka_Dentcheva | influencedBy | Andrzej_Piotr_Ruszczyński && Darinka_Dentcheva | field | Mathematical_optimization && Darinka_Dentcheva | influencedBy | Andrzej_Piotr_Ruszczyński && Darinka_Dentcheva | professionalField | Mathematical_optimization,Darinka Dentcheva was into field and people such as Mathematical optimization and was influenced by Andrzej Piotr Ruszczynski.
4260,DART,Darinka_Dentcheva | influencedBy | Andrzej_Piotr_Ruszczyński && Darinka_Dentcheva | field | Mathematical_optimization && Darinka_Dentcheva | influencedBy | Andrzej_Piotr_Ruszczyński && Darinka_Dentcheva | professionalField | Mathematical_optimization,"Darinka Dentcheva, a mathematician working in the field of mathematical optimization, developed a theory influenced by Andrzej Piotr Ruszczyński."
4261,DART,Pontiac | parentCompany | General_Motors && Pontiac | parentCompany | General_Motors,The parent company of Pontiac is General Motors.
4262,DART,Pontiac | parentCompany | General_Motors && Pontiac | parentCompany | General_Motors,Pontiac's parent company is General Motors.
4263,DART,Pontiac | parentCompany | General_Motors && Pontiac | parentCompany | General_Motors,General Motors is the parent company of Pontiac.
4264,DART,"11th_Mississippi_Infantry_Monument | country | ""United States""@en && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && 11th_Mississippi_Infantry_Monument | country | ""United States""","The 11th Mississippi Infantry Monument is in Adams County, USA, in the municipality of Gettysburg in Pennsylvania. The monument is categorised as a contributing property."
4265,DART,"11th_Mississippi_Infantry_Monument | country | ""United States""@en && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && 11th_Mississippi_Infantry_Monument | country | ""United States""","The 11th Mississippi Infantry Monument's location is in Adams County, Pennsylvania, in the municipality of Gettysburg. The 11th Mississippi Infantry Monument falls under the category of Contributing property and it is in the United States of America."
4266,DART,"11th_Mississippi_Infantry_Monument | country | ""United States""@en && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && 11th_Mississippi_Infantry_Monument | country | ""United States""","The 11th Mississippi Infantry Monument's location, which comes under the category of Contributing property, is in Adams County, Pennsylvania in the USA. This is in the municipality of Gettysburg."
4267,DART,Bootleg_Series_Volume_1:_The_Quine_Tapes | releaseDate | 2001-10-16 && Bootleg_Series_Volume_1:_The_Quine_Tapes | releaseDate | 2001-10-16,The album Bootleg Series Volume 1: The Quine Tapes was released on 10-16-2001.
4268,DART,Bootleg_Series_Volume_1:_The_Quine_Tapes | releaseDate | 2001-10-16 && Bootleg_Series_Volume_1:_The_Quine_Tapes | releaseDate | 2001-10-16,The Bootleg Series Volume I: The Quine Tapes are released in 2001-10-16.
4269,DART,Bootleg_Series_Volume_1:_The_Quine_Tapes | releaseDate | 2001-10-16 && Bootleg_Series_Volume_1:_The_Quine_Tapes | releaseDate | 2001-10-16,"Bootleg Series Volume 1: The Quine Tapes was released on October, 16, 2001."
4270,DART,Alan_Shepard | nationality | United_States && Alan_Shepard | deathPlace | California && New_Hampshire | bird | Purple_finch && Alan_Shepard | birthPlace | New_Hampshire && Alan_Shepard | award | Distinguished_Service_Medal_(United_States_Navy),"Alan Shepard was an American who was born on November 18, 1923 in New Hampshire, which is home to the purple finch. He was awarded the Distinguished Service Medal by the United States Navy and died in California."
4271,DART,Alan_Shepard | nationality | United_States && Alan_Shepard | deathPlace | California && New_Hampshire | bird | Purple_finch && Alan_Shepard | birthPlace | New_Hampshire && Alan_Shepard | award | Distinguished_Service_Medal_(United_States_Navy),"The American Alan Shepard was born in New Hampshire in 1923 and died in California, having been awarded the Distinguished Service Medal whilst in the United States Navy. His native state boasts the Purple Finch as a local bird."
4272,DART,Alan_Shepard | nationality | United_States && Alan_Shepard | deathPlace | California && New_Hampshire | bird | Purple_finch && Alan_Shepard | birthPlace | New_Hampshire && Alan_Shepard | award | Distinguished_Service_Medal_(United_States_Navy),"The nationality of Alan Shepard is American, and he was born on November 18th, 1923. His birthplace was New Hampshire, and he died in California. The purple finch is a native bird to New Hampshire. Shepard was awarded the distinguished service medal by the United states navy."
4273,DART,"Alan_Shepard | awards | Distinguished_Service_Medal_(United_States_Navy) && Alan_Shepard | birthDate | ""1923-11-18"" && Alan_Shepard | deathPlace | California && Alan_Shepard | birthPlace | New_Hampshire && Alan_Shepard | award | Distinguished_Service_Medal_(United_States_Navy)","Alan Shepard was born on November 18th, 1923 in New Hampshire, was awarded the Distinguished Service Medal by the United States Navy and died in California."
4274,DART,"Alan_Shepard | awards | Distinguished_Service_Medal_(United_States_Navy) && Alan_Shepard | birthDate | ""1923-11-18"" && Alan_Shepard | deathPlace | California && Alan_Shepard | birthPlace | New_Hampshire && Alan_Shepard | award | Distinguished_Service_Medal_(United_States_Navy)","Alan Shepard (born on November 18, 1923 in New Hampshire) was awarded the Distinguished Service Medal in the United Stated Navy later died in California."
4275,DART,"Alan_Shepard | awards | Distinguished_Service_Medal_(United_States_Navy) && Alan_Shepard | birthDate | ""1923-11-18"" && Alan_Shepard | deathPlace | California && Alan_Shepard | birthPlace | New_Hampshire && Alan_Shepard | award | Distinguished_Service_Medal_(United_States_Navy)","New Hampshire born Alan Shepard was born on November 18, 1923 and died in California. During his career he was awarded the Distinguished Service Medal by the United States Navy."
4276,DART,"All_India_Council_for_Technical_Education | location | Mumbai && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education && Acharya_Institute_of_Technology | state | Karnataka","The Acharya Institute of Technology, located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, in the state of Karnataka, India, is directed by Dr. G. P. Prabhukumar, and has the distinction of being a Technical Campus designated by the All India Council for Technical Education of Mumbai."
4277,DART,"All_India_Council_for_Technical_Education | location | Mumbai && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education && Acharya_Institute_of_Technology | state | Karnataka","The campus address for the Acharya Institute of Technology is: Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090, in Karnataka state. All India Council for Technical Education, located in Mumbai, awarded the Institute with the status of Technical Campus. The Institute's director is Dr. G. P. Prabhukumar."
4278,DART,"All_India_Council_for_Technical_Education | location | Mumbai && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education && Acharya_Institute_of_Technology | state | Karnataka","The All India Council for Technical Education was proud to give the Technical Campus status to the Acharya Institute of Technology located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore, Karnataka - 560090, whose director is Dr. G. P. Prabhukumar. All India Council for Technical Education is located in Mumbai."
4279,DART,Pontiac_Rageous | productionStartYear | 1997-01-01 && Pontiac_Rageous | assembly | Michigan && Pontiac_Rageous | productionStartYear | 1997 && Pontiac_Rageous | assembly | Michigan,The Pontiac Rageous was first produced in 1997 in Michigan.
4280,DART,Pontiac_Rageous | productionStartYear | 1997-01-01 && Pontiac_Rageous | assembly | Michigan && Pontiac_Rageous | productionStartYear | 1997 && Pontiac_Rageous | assembly | Michigan,The Pontiac Rageous was first made in 1997 and assembled in Michigan.
4281,DART,Pontiac_Rageous | productionStartYear | 1997-01-01 && Pontiac_Rageous | assembly | Michigan && Pontiac_Rageous | productionStartYear | 1997 && Pontiac_Rageous | assembly | Michigan,The Pontiac Rageous went into production in 1997 in Michigan.
4282,DART,Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | icaoLocationIdentifier | EGBF,Bedford Aerodrome with MotorSport Vision as its operator and runway length of 1095.0 has EGBF as International Civil Aviation Organization (ICAO) identifier.
4283,DART,Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | icaoLocationIdentifier | EGBF,MotorSport Vision is the operating organization for the Bedford Aerodrome which has a runway length of 1095 and its ICAO location identifier is EGBF.
4284,DART,Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | icaoLocationIdentifier | EGBF,"The runway length at the Bedford Aerodrome is 1095, and it is operated by MotorSport Vision. Its ICAO location identifier is EGBF."
4285,DART,"India | longName | Republic of India && India | longName | ""Republic of India""",The long name for India is the Republic of India.
4286,DART,"India | longName | Republic of India && India | longName | ""Republic of India""",Republic of India is the long name of India.
4287,DART,"India | longName | Republic of India && India | longName | ""Republic of India""","The official long name for India is ""Republic of India""."
4288,DART,"BBC | city | Broadcasting_House && Bananaman | starring | Bill_Oddie && Bananaman | lastAired | ""1986-04-15"" && Bananaman | creator | John_Geering && Bananaman | broadcastedBy | BBC","Bill Oddie stars in Bananaman, which was created by John Geering and last aired on April 15th 1986. It was broadcast by the BBC, located at the Broadcasting House in London."
4289,DART,"BBC | city | Broadcasting_House && Bananaman | starring | Bill_Oddie && Bananaman | lastAired | ""1986-04-15"" && Bananaman | creator | John_Geering && Bananaman | broadcastedBy | BBC","On April 15 1986 The BBC, headquartered in Broadcasting house, aired the last episode of a tv series called Bananaman created by John Geering and starring Bill Oddie."
4290,DART,"BBC | city | Broadcasting_House && Bananaman | starring | Bill_Oddie && Bananaman | lastAired | ""1986-04-15"" && Bananaman | creator | John_Geering && Bananaman | broadcastedBy | BBC","Bananaman starring Bill Oddie, broadcasted by BBC is a fictional comic superhero created by John Geering. It was last aired on April 15th 1986. Broadcasting House is the home of the BBC which is based in London."
4291,DART,Zaoyang | utcOffset | +8 && Zaoyang | utcOffset | +8,Zaoyang time zone is UTC +8.
4292,DART,Zaoyang | utcOffset | +8 && Zaoyang | utcOffset | +8,Zaoyang has a UTC offset of +8.
4293,DART,Zaoyang | utcOffset | +8 && Zaoyang | utcOffset | +8,The city of Zaoyang falls into UTC offset +8.
4294,DART,Darinka_Dentcheva | influencedBy | Andrzej_Piotr_Ruszczyński && Darinka_Dentcheva | knownFor | Stochastic_programming && Darinka_Dentcheva | almaMater | Humboldt_University && Darinka_Dentcheva | residence | New_Jersey && Darinka_Dentcheva | residence | United_States,"Darinka Dentcheva resides in New Jersey, USA. Her alma mater is Humboldt University. Darinka Dentcheva is known for stochastic programming and was influenced by Andrzej Piotr Ruszczynski."
4295,DART,Darinka_Dentcheva | influencedBy | Andrzej_Piotr_Ruszczyński && Darinka_Dentcheva | knownFor | Stochastic_programming && Darinka_Dentcheva | almaMater | Humboldt_University && Darinka_Dentcheva | residence | New_Jersey && Darinka_Dentcheva | residence | United_States,"Darinka Dentcheva resides in New Jersey, USA. Her alma mater was Humboldt University. Darinka is known for stochastic programming and was influenced by Andrzej Piotr Ruszczynski."
4296,DART,Darinka_Dentcheva | influencedBy | Andrzej_Piotr_Ruszczyński && Darinka_Dentcheva | knownFor | Stochastic_programming && Darinka_Dentcheva | almaMater | Humboldt_University && Darinka_Dentcheva | residence | New_Jersey && Darinka_Dentcheva | residence | United_States,"Darinka Dentcheva, who resides in New Jersey, United States, graduated Humboldt University and is known for stochastic programming having developed a theory influenced by Andrzej Piotr Ruszczyński."
